input_path,labels
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-193.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-23.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-13.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-4.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-177.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-19.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-11.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-141.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-172.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-112.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-175.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-17.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-204.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-203.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-16.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-vaginal-1.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-174.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-40.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-194.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-178.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-108.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-184.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-179.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-30.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-120.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-2.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-2.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-71.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-172.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-20.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-106.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-128.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-vaginal-11.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-21.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-198.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-98.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-21.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-196.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-120.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-31.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-51.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-12.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-31.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-127.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-34.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-striatus-2.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-196.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-151.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-vaginal-4.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-26.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-176.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-44.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-145.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-185.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-138.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-110.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-170.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-42.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-129.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-118.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-182.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-175.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-117.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-33.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-96.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-43.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-59.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-2.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-99.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-37.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-102.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-171.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-174.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-113.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-35.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-185.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-197.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-15.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-85.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-148.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-210.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-158.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-10.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-119.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-136.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-206.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-84.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-19.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-192.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-37.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-107.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-153.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-38.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-180.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-195.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-29.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-22.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-46.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-126.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-181.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-vaginal-7.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-93.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-19.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-200.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-109.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-102.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-24.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-150.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-82.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-105.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-16.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-25.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-125.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-198.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-1.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-2.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-41.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-52.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-1.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-64.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-14.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-vaginal-5.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-22.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-50.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-vaginal-10.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-32.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-23.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-5.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-10.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-88.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-130.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-38.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-47.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-183.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-24.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-115.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-126.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-7.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-121.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-vaginal-14.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-99.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-100.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-96.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-7.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-83.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-132.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-Chronic-plaque-00325.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-digits-4.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-21.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-12.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-erythrodermic-36.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-133.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-137.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-17.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-striatus-1.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-16.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-3.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-162.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-66.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-85.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-108.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-26.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-201.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-184.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-vaginal-6.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rosea-128.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-scalp-91.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-pustular-generalized-38.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-scalp-39.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-pustular-generalized-24.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-scalp-54.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-scalp-70.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-156.jpg,3
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/3. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-palms-soles-141.jpg,3
